No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
2971,2013,7,2,18,13,107,3,25,400,116,32.5,987.2,18.3,0,11,0.8,5
2972,2013,7,2,19,14,89,3,33,500,106,30.9,987.5,19.9,0,8,0.7,5
2973,2013,7,2,20,24,134,3,60,600,74,29.1,988.3,21.1,0,15,0.7,5
2974,2013,7,2,21,27,130,3,81,800,39,27.8,988.7,20.1,0,12,0.7,5
2975,2013,7,2,22,32,55,3,88,900,18,27.5,988.7,18.5,0,15,1.2,5
2976,2013,7,2,23,27,33,3,79,700,17,26.4,988.6,18.8,0,13,0.8,5
2977,2013,7,3,0,24,71,3,58,500,40,25.5,988.3,19.4,0,1,0.4,5
2978,2013,7,3,1,23,90,3,81,600,18,24.1,988,19.6,0,8,0.5,5
2979,2013,7,3,2,32,104,3,82,600,3,24.1,988,19,0,14,0.6,5
2980,2013,7,3,3,31,80,4,84,880,10.8,23.8,988.3,18.7,0,4,0.6,5
2981,2013,7,3,4,32,113,3,84,600,5,23.1,988.6,19.1,0,3,0.2,5
2982,2013,7,3,5,22,113,3,67,700,18,24,988.8,19.5,0,14,0.9,5
2983,2013,7,3,6,13,10,4,27,400,72,27.1,988.9,20.7,0,0,0.6,5
2984,2013,7,3,7,16,49,6,33,500,68,30.3,989.3,19.3,0,4,0.7,5
2985,2013,7,3,8,29,161,5,86,1000,26,32.4,989.2,20.3,0,1,1.6,5
2986,2013,7,3,9,26,98,5,76,900,46,33.4,988.9,20.2,0,7,0.9,5
2987,2013,7,3,10,24,66,7,54,700,82,34.4,988.6,20,0,5,1.2,5
2988,2013,7,3,11,23,23,10,33,600,104,35.1,988.3,18.2,0,1,0.9,5
2989,2013,7,3,12,35,74,13,23,500,126,35.4,987.6,19.3,0,0,2.1,5
2990,2013,7,3,13,30,148,11,33,700,167,36,987.5,18.6,0,2,1.6,5
2991,2013,7,3,14,40,46,8,39,800,207,36.3,987.4,21.3,0,12,1.2,5
2992,2013,7,3,15,34,103,10,29,700,240,35.3,987.5,20.4,0,13,1.1,5
2993,2013,7,3,16,42,69,11,28,500,234,34.5,987.2,18.5,0,13,1.3,5
2994,2013,7,3,17,29,69,9,28,400,164,34.6,986.9,16.4,0,13,1.2,5
2995,2013,7,3,18,23,23,6,28,400,103,32,987.3,16.3,0,5,0.4,5
2996,2013,7,3,19,15,84,7,45,500,82,29.3,987.5,18.1,0,1,0,5
2997,2013,7,3,20,22,34,5,53,600,71,28.6,988.2,17.2,0,3,0,5
2998,2013,7,3,21,33,105,4,56,700,52,27.9,988.2,19.1,0,13,0.5,5
2999,2013,7,3,22,30,80,10,73,600,24,27,987.8,18.3,0,3,0,5
3000,2013,7,3,23,30,40,7,42,500,47,26.1,987.7,17.5,0,13,1,5
3001,2013,7,4,0,12,40,5,27,500,66,26.3,987.3,17.6,0,13,0,5
3002,2013,7,4,1,14,17,4,23,500,67,25.8,987.1,19.2,0,2,0.5,5
3003,2013,7,4,2,11,28,6,26,500,65,25.6,987.1,18.8,0,3,0,5
3004,2013,7,4,3,12,28,12,27,400,62,25,986.9,19.1,0,2,0.5,5
3005,2013,7,4,4,20,86,5,50,600,36,24.5,986.9,18.4,0,2,0.2,5
3006,2013,7,4,5,29,40,4,86,600,2,24.6,987,18.5,0,1,0.6,5
3007,2013,7,4,6,23,34,4,83,600,3,26.1,987.1,18.8,0,11,0.5,5
3008,2013,7,4,7,21,81,4,77,700,8,29.4,986.9,19.1,0,5,0.6,5
3009,2013,7,4,8,27,91,4,76,800,15,31.2,987.1,19.5,0,0,0.8,5
3010,2013,7,4,9,27,78,4,73,800,34,32.7,987.1,17.7,0,5,0.9,5
3011,2013,7,4,10,22,61,5,63,800,63,34.2,986.9,18.7,0,5,0.7,5
3012,2013,7,4,11,18,61,6,40,500,95,34.4,986.6,16.7,0,4,1,5
3013,2013,7,4,12,19,46,9,30,500,117,36,986,16.2,0,1,0.6,5
3014,2013,7,4,13,21,46,11,21,500,136,36.6,985.2,16.2,0,2,0.8,5
3015,2013,7,4,14,15,15,9,15,400,134,36.9,984.4,16.5,0,4,0.8,5
3016,2013,7,4,15,12,12,7,17,400,150,34,984,16.8,0,12,0.9,5
3017,2013,7,4,16,9,19,4,22,300,149,32.6,985.7,16.4,0,13,8.2,5
3018,2013,7,4,17,20,173,5,53,600,128,24.8,986.3,19.2,0.7,5,1,5
3019,2013,7,4,18,17,297,3,31,500,101,26.4,986.4,17.5,0,4,1,5
3020,2013,7,4,19,14,297,3,40,600,89,26.3,987.6,16.5,0,3,1.7,5
3021,2013,7,4,20,15,37,3,38,600,92,25.7,988.4,16.8,0,6,0,5
3022,2013,7,4,21,19,27,3,41,600,90,25.2,989.2,17.4,0,11,0.7,5
3023,2013,7,4,22,16,51,4,50,500,72,24.4,989.8,19,0,8,0.2,5
3024,2013,7,4,23,24,113,3,55,600,44,23.5,989.8,19.4,0,3,0.1,5
3025,2013,7,5,0,25,76,3,58,700,32,22.6,989.5,18.8,0,3,0.7,5
3026,2013,7,5,1,30,38,4,58,600,31,22.3,989.1,18.9,0,5,0,5
3027,2013,7,5,2,28,38,4,62,800,23,21.7,989,19.1,0,3,0,5
3028,2013,7,5,3,22,45,3,64,600,21,21.3,988.9,18.9,0,3,0,5
3029,2013,7,5,4,28,50,3,79,700,7,21.1,989.4,18.8,0,3,0,5
3030,2013,7,5,5,29,54,3,87,800,2,21.8,990,19,0,3,0,5
3031,2013,7,5,6,26,50,3,73,700,9,24.3,990.6,19.6,0,3,0.2,5
3032,2013,7,5,7,28,58,3,73,800,12,27.9,991,19.9,0,2,0.7,5
3033,2013,7,5,8,28,55,4,69,900,22,31,991.2,19.4,0,2,1.4,5
3034,2013,7,5,9,27,55,7,62,800,36,32.3,991.3,17.4,0,4,1,5
3035,2013,7,5,10,19,55,10,41,600,64,33.3,991.1,16.2,0,9,0.8,5
3036,2013,7,5,11,15,15,8,18,500,97,33.6,990.9,16,0,4,1.7,5
3037,2013,7,5,12,13,21,7,19,500,111,34.5,990.3,16.4,0,2,0.7,5
3038,2013,7,5,13,11,21,6,16,440,122,35,990.2,16.8,0,13,1.3,5
3039,2013,7,5,14,6,10,6,14,400,129,35,990.1,15.3,0,7,0.9,5
3040,2013,7,5,15,7,19,4,13,400,119,36.2,990,17.4,0,15,1.3,5
3041,2013,7,5,16,13,23,4,16,400,134,35.1,990.1,16.9,0,12,1.7,5
3042,2013,7,5,17,19,63,4,23,500,188,34.2,990.2,17,0,11,1.4,5
3043,2013,7,5,18,17,49,4,26,600,198,32.2,990.6,18,0,15,1,5
3044,2013,7,5,19,20,68,4,33,600,193,30.9,991,17.2,0,8,0.9,5
3045,2013,7,5,20,23,66,3,38,600,166,30.1,991.6,16.5,0,15,0.8,5
3046,2013,7,5,21,31,78,3,59,600,122,29.1,992.5,18.5,0,15,1.2,5
3047,2013,7,5,22,31,78,3,59,700,71,28.4,993,19.9,0,15,1,5
3048,2013,7,5,23,46,164,4,91,800,58,27.8,993.1,20.1,0,12,0.4,5
3049,2013,7,6,0,45,126,4,102,900,41,26.1,993.1,20.7,0,13,0.9,5
3050,2013,7,6,1,49,161,3,106,900,28,25.2,992.9,20,0,14,0.1,5
3051,2013,7,6,2,48,73,3,99,800,17,24.4,992.7,20.5,0,3,0,5
3052,2013,7,6,3,26,73,5,61,600,48,23.8,993.2,20.3,0,3,0,5
3053,2013,7,6,4,21,33,4,51,600,50,23.3,993.8,20.1,0,3,0.1,5
3054,2013,7,6,5,20,39,3,54,600,42,23.5,994.1,20.6,0,3,0,5
3055,2013,7,6,6,21,89,3,77,700,23,25.7,994.5,20.9,0,10,0.5,5
3056,2013,7,6,7,28,71,3,73,700,31,28.3,994.8,21.6,0,0,0.9,5
3057,2013,7,6,8,25,94,4,75,800,40,29.6,994.7,21.3,0,5,0.5,5
3058,2013,7,6,9,55,121,4,79,800,61,31.1,994.5,19.8,0,15,0.9,5
3059,2013,7,6,10,52,74,6,65,800,108,32.5,994.1,19.4,0,11,1.7,5
3060,2013,7,6,11,40,54,7,37,700,158,33.4,993.6,20.5,0,11,1.6,5
3061,2013,7,6,12,38,56,13,28,700,183,34.4,992.9,19.6,0,8,2.1,5
3062,2013,7,6,13,44,57,13,23,700,209,34.4,992.2,20.7,0,8,2.4,5
3063,2013,7,6,14,44,72,10,21,700,207,34.6,991.8,20.2,0,10,1.8,5
3064,2013,7,6,15,44,57,9,20,700,210,34.6,991.3,20.2,0,8,2.3,5
3065,2013,7,6,16,46,78,8,22,700,219,34.2,991,21.3,0,12,1,5
3066,2013,7,6,17,48,78,7,23,800,224,33.4,991,19.5,0,12,1.7,5
3067,2013,7,6,18,52,62,7,25,900,219,32.6,991.8,19.8,0,8,1.7,5
3068,2013,7,6,19,53,95,8,26,1000,207,31.5,992.5,19.8,0,8,0.8,5
3069,2013,7,6,20,53,88,7,31,1100,175,31,993.2,20.3,0,9,1.2,5
3070,2013,7,6,21,63,159,7,44,1200,142,29.3,994.8,16.8,0,13,1.8,5
3071,2013,7,6,22,68,159,8,41,1000,132,22.4,995.9,20.5,7.4,12,1.3,5
3072,2013,7,6,23,18,162,3,19,500,138,22.1,994,20.9,5.4,10,1.4,5
3073,2013,7,7,0,27,29,3,20,500,119,22.1,994.1,21.1,1.4,15,0.4,5
3074,2013,7,7,1,24,29,3,18,600,116,22,994.2,20.8,0,15,0.5,5
3075,2013,7,7,2,27,27,3,18,500,71,21.8,993,20.3,0,15,0,5
3076,2013,7,7,3,24,24,3,19,740,50.8,21.6,992.1,20.4,0,9,0.7,5
3077,2013,7,7,4,25,25,3,19,400,87,21.6,992.6,20.6,0,2,0.2,5
3078,2013,7,7,5,27,62,3,24,500,81,21.8,993.2,20.8,0,9,0.1,5
3079,2013,7,7,6,42,62,3,39,500,51,22.9,993.8,21.4,0,13,0.8,5
3080,2013,7,7,7,38,45,3,53,600,45,24.4,994.2,20.9,0,13,1.1,5
3081,2013,7,7,8,50,62,3,50,700,51,26.2,994.6,20.8,0,3,0.7,5
3082,2013,7,7,9,53,62,3,50,800,73,27.1,994.2,21.2,0,8,0.8,5
3083,2013,7,7,10,50,45,3,48,700,96,28.9,993.7,21.4,0,8,1.4,5
3084,2013,7,7,11,59,70,3,54,800,102,29.4,993.2,21.4,0,10,1.6,5
3085,2013,7,7,12,59,70,3,54,700,149,30.4,992.8,21.5,0,11,0.8,5
3086,2013,7,7,13,64,72,3,27,800,182,31.3,992.1,22.9,0,8,0.9,5
3087,2013,7,7,14,65,91,3,19,900,174,31.5,991.4,22.8,0,10,2.1,5
3088,2013,7,7,15,78,124,3,21,900,176,31.4,990.5,23.5,0,11,1.9,5
3089,2013,7,7,16,89,144,3,22,1000,176,31.2,990.5,23.6,0,8,1.6,5
3090,2013,7,7,17,106,132,3,25,1100,186,30.5,990.3,24.2,0,12,0.8,5
3091,2013,7,7,18,103,141,3,31,1100,186,30.2,991,23.9,0,13,0.5,5
3092,2013,7,7,19,116,143,3,36,1100,170,29.6,991.6,24.5,0,15,0.1,5
3093,2013,7,7,20,116,143,3,36,1300,164,29,992.4,24.3,0,6,0.5,5
3094,2013,7,7,21,141,152,3,30,1200,178,29,992.7,24.6,0,6,0.1,5
3095,2013,7,7,22,160,203,3,60,900,133,28.8,991.9,23.9,0,15,1.7,5
3096,2013,7,7,23,167,210,3,80,1399,67,28.9,992.4,20.4,0,15,0.9,5
3097,2013,7,8,0,138,210,3,46,1000,107,27.4,993.1,23.4,0.8,3,1.3,5
3098,2013,7,8,1,74,170,3,24,700,122,24,993.5,23,17.5,9,0.7,5
3099,2013,7,8,2,92,170,3,17,700,124,23.8,993.7,22.8,1.9,9,0.4,5
3100,2013,7,8,3,60,66,3,24,700,98,23.7,993.4,22.9,0.5,0,0.1,5
3102,2013,7,8,5,10,46,3,20,700,91,23.9,994.6,23,0.1,4,0.6,5
3103,2013,7,8,6,3,65,3,28,800,72,23.8,995,22.8,0,4,0.7,5
3104,2013,7,8,7,3,28,3,37,900,75,24.2,995.3,22.5,0.1,0,0.2,5
3105,2013,7,8,8,3,47,3,50,1000,70,24.5,995.9,22.9,0.2,14,0.4,5
3106,2013,7,8,9,56.4,47,3,49,1100,66,24.3,995.6,23.1,0.2,1,0.9,5
3107,2013,7,8,10,34.4,38,3,49,1100,69,25.4,995.8,23.1,0,10,0.5,5
3108,2013,7,8,11,54.8,64,3,47,1100,74,26.5,995.6,23.2,0,3,0.6,5
3109,2013,7,8,12,44.8,64,3,39,900,87,27.2,995.2,23.4,0,1,0.4,5
3110,2013,7,8,13,41.8,60,3,35,900,97,26.2,994.9,23.3,0,15,0.7,5
3111,2013,7,8,14,3,19,3,31,900,104,26.3,994.4,24.2,4.3,10,1,5
3112,2013,7,8,15,48.4,19,3,35,900,93,26.8,994.4,23.5,0,0,0.7,5
3113,2013,7,8,16,150,32,3,37,900,100,26.5,994.2,24,0,15,1,5
3114,2013,7,8,17,150,94,3,42,1000,92,25.9,994.2,23.9,0,8,0.5,5
3115,2013,7,8,18,3,47,3,42,1000,92,25.2,994.4,23.8,0.4,13,0.9,5
3116,2013,7,8,19,3,47,3,42,1320,84.1806,25.1,995,23.9,0,13,0,5
3117,2013,7,8,20,69,90,2.8,56.2522,940,66.6162,25.1,995.6,23.9,0.2,3,0,5
3118,2013,7,8,21,73.6,92,8.33952,44.9607,1080,68.3298,25,995.4,24,0.1,3,0,5
3119,2013,7,8,22,75.6,105,4.48512,58.7158,1160,44.1252,24.8,995.6,23.9,0,13,1.3,5
3120,2013,7,8,23,71.6,102,4,78.2193,900,18.207,24.7,996,23.8,0,13,0.7,5
3121,2013,7,9,0,50.2,56,4.4,56.0469,960,34.272,24.7,995.2,23.8,0,13,0.1,5
3122,2013,7,9,1,63,69,2.2,40.2388,1020,45.1962,24.6,994.4,23.6,0,4,0.4,5
3123,2013,7,9,2,43.8,52,2.4,36.3381,780,36.1998,24.6,995,23.7,0,9,0.6,5
3124,2013,7,9,3,41.8,43,2.4,27.0996,840,34.4862,24.7,995.1,24,1.1,13,0.7,5
3125,2013,7,9,4,83.4,59,4.6,26.4837,780,30.2022,24.2,995.4,23.5,0.9,13,0.7,5
3126,2013,7,9,5,59,52.2,4,26.4837,760,32.9868,24.2,995.5,23.7,0.1,12,0,5
3127,2013,7,9,6,97.4,91,2.51408,18.6823,1040,43.911,24.7,995.9,24,0,3,0.7,5
3128,2013,7,9,7,82.6,68,5.6,36.1328,940,29.5596,24.5,995.7,23.6,0,3,0.6,5
3129,2013,7,9,8,87.4,93,5.4,58.0999,1660,10.9242,24.4,995.4,23.2,0,14,0.5,5
3130,2013,7,9,9,18.4,25,7.9688,43.9342,520,26.9892,25.5,995.2,23.4,0,6,0.1,5
3131,2013,7,9,10,54.6,61.6,3.2,45.9872,760,36.6282,25.2,995.3,22.1,0,4,0.9,5
3132,2013,7,9,11,26.6,23,7.74,47.6296,700,43.6968,24.8,996,23.2,0.6,12,0.4,5
3133,2013,7,9,12,57.8,60,4.82752,45.5766,880,53.3358,24.1,996.3,22.9,2.7,15,0.7,5
3134,2013,7,9,13,42.2,33,2.71392,36.7487,560,45.8388,24.1,996,22.7,1.7,0,0.5,5
3135,2013,7,9,14,57.4,47.4,3.6,31.2056,1300,51.6222,23.6,996,22.4,1.9,5,0.7,5
3136,2013,7,9,15,46,10,10.02832,34.4904,600,59.3334,23.4,996,22.2,0.9,3,0.8,5
3137,2013,7,9,16,12.4,5,5.22832,32.4374,740,62.118,23.1,995.7,21.7,0.9,3,0.2,5
3138,2013,7,9,17,18,18,3,26.2784,580,71.1144,23.1,995.6,22.1,0.2,14,0,5
3139,2013,7,9,18,22,7,7.42832,33.2586,640,67.0446,23.2,995.9,22.2,0,3,0,5
3140,2013,7,9,19,28,27,4.68432,50.5038,900,48.4092,22.7,995.8,21.7,0,3,0,5
3141,2013,7,9,20,26,22,2.05712,68.3649,380,31.9158,22.7,996.4,22,0,3,0.6,5
3142,2013,7,9,21,30,19,7.2,63.643,500,26.775,22.3,996.8,21.5,0,3,0.1,5
3143,2013,7,9,22,31,14,3.25664,63.8483,860,21.8484,22.4,996.6,21.7,0,3,0,5
3144,2013,7,9,23,42,42,2.8,63.8483,920,17.7786,22.3,996.5,21.6,0,3,0.1,5
3145,2013,7,10,0,41,34,5.88464,57.6893,1040,14.5656,22.1,996.3,21.4,0,3,0,5
3146,2013,7,10,1,20,20,2.4,32.6427,380,23.562,22,996.1,21.3,0,3,0,5
3147,2013,7,10,2,23,4,6.82832,32.0268,360,28.7028,22.1,996,21.3,0,2,0.6,5
3148,2013,7,10,3,20,20,2.2,22.3777,340,36.6282,22.1,996.4,21.4,0,2,0,5
3149,2013,7,10,4,19,18,2.4,19.2982,600,37.485,22.1,996.9,21.6,0.1,3,0,5
3150,2013,7,10,5,16,23,2.8,23.4042,400,26.3466,22.3,997.2,21.8,0.1,3,0,5
3151,2013,7,10,6,15,3,6.57104,19.7088,380,30.6306,22.6,997.4,22.1,0.1,3,0.2,5
3152,2013,7,10,7,18,49,2.2,31.6162,680,18.4212,22.7,997.9,21.9,0.1,3,0,5
3153,2013,7,10,8,30,27,3.51408,49.4773,540,2.9988,23.5,997.9,21.6,0,1,0.6,5
3154,2013,7,10,9,25,21,2.2,53.1727,920,5.9976,24.7,998,21.8,0,8,0.4,5
3155,2013,7,10,10,26,20,4.17072,50.9144,840,15.8508,24.8,998.4,22.1,0,11,0,5
3156,2013,7,10,11,20,20,4.4,36.7487,620,35.343,25,998,21.9,0,3,0.2,5
3157,2013,7,10,12,24,41,3,58.5105,500,24.2046,24.5,998,20,0,3,0.7,5
3158,2013,7,10,13,26,7,5.82704,50.7091,420,30.8448,23,998.5,20.9,1.3,11,0.4,5
3159,2013,7,10,14,18,3,7.11376,24.4307,600,71.9712,22.4,998.7,20.9,2.6,12,0.5,5
3160,2013,7,10,15,19,50,3.28544,27.9208,720,68.3298,22.2,998.4,21,1.1,13,0.9,5
3161,2013,7,10,16,15,15,2.2,32.2321,620,69.8292,22.8,998.2,21.4,0.3,12,0.6,5
3162,2013,7,10,17,17,11,7.68544,38.5964,720,61.4754,23.5,997.5,22.1,0.1,15,0,5
3163,2013,7,10,18,23,20,1.97136,43.9342,500,54.1926,23,998.2,21.3,0,13,0.9,5
3164,2013,7,10,19,26,13,3.39904,51.9409,760,42.4116,22.5,998.2,21.1,0,13,0.6,5
3165,2013,7,10,20,26,13,8.68304,43.5236,860,49.9086,22.2,998.7,20.8,0,11,0.6,5
3166,2013,7,10,21,37,24,4.71264,49.272,520,39.4128,22.2,998.8,20.8,0,13,1.1,5
3167,2013,7,10,22,26,44,2.2,33.4639,660,46.053,22.2,998.4,20.1,0,14,0.7,5
3168,2013,7,10,23,27,38.2,8.8,25.8678,580,53.1216,22.1,998.2,20.2,0,13,0,5
3169,2013,7,11,0,17,17,2.79952,21.1459,480,55.2636,22.1,998,20.7,0,3,0,5
3170,2013,7,11,1,17,5,4.1992,15.3975,580,63.6174,22.1,998.3,20.7,0,3,0,5
3171,2013,7,11,2,18,17,2,13.1392,320,41.1264,22.1,997.9,20.6,0,2,0.7,5
3172,2013,7,11,3,16,8,5.42832,14.7816,1680,95.80076,22,998.2,20.6,0,0,0.2,5
3173,2013,7,11,4,27,89,7.2,86.8,2039.8,3.8556,21.9,998.5,20.5,0,3,0,5
3174,2013,7,11,5,24,20,4.4,62.8218,820,0.2142,22.1,998.8,21.1,0,7,0.5,5
3175,2013,7,11,6,24,11,4.11392,56.0469,1000,9.4248,23,999,21.3,0,3,0.1,5
3176,2013,7,11,7,29,41,2.37104,55.8416,1000,12.4236,24,999,20.7,0,3,0,5
3177,2013,7,11,8,30,40,2.65712,49.272,620,19.7064,24.8,999.2,21.3,0,3,0,5
3178,2013,7,11,9,28,22,3,37,700,36,25.3,999.3,21,0,3,0.1,5
3179,2013,7,11,10,25,41,3,35,700,37,26.1,999.3,20.7,0,3,0.1,5
3180,2013,7,11,11,23,35,3,34,700,49,25.3,999.1,21.8,0,3,0.2,5
3181,2013,7,11,12,27,90,3,49,800,33,26,999,22.1,0,15,0.9,5
3182,2013,7,11,13,44,83,3,39,800,40,26.5,998.7,21.9,0,15,0.7,5
3183,2013,7,11,14,44,77,3,42,800,84,26.9,998.5,21.2,0,12,0.7,5
3184,2013,7,11,15,60,66,3,42,1000,141,27.4,998.2,20.7,0,9,1,5
3185,2013,7,11,16,48,66,3,40,700,114,28,997.3,20,0,0,1.1,5
3186,2013,7,11,17,48,28,3,40,940,122.9508,27.7,997.4,20,0,8,0.9,5
3187,2013,7,11,18,35,48,0.2856,31.8215,800,126.378,25.6,997.9,20.2,0,13,1.1,5
3188,2013,7,11,19,41,83,6.34208,38.5964,840,101.9592,24.4,998.3,20.5,0,15,0.4,5
3189,2013,7,11,20,43,53,3.91328,45.166,880,78.3972,24.1,998.9,21,0,12,1.2,5
3190,2013,7,11,21,59,120,4.4,61.3847,960,45.6246,23.5,998.9,21.4,0,15,0.7,5
3191,2013,7,11,22,66,107,8.4,67.1331,1120,20.9916,23.3,998.9,21.6,0,14,0.6,5
3192,2013,7,11,23,67,87,2.62816,65.2854,860,15.4224,22.7,998.6,21.3,0,15,0.5,5
3193,2013,7,12,0,74,90,2.6,67.1331,1240,7.2828,22,998.4,21,0,12,0.4,5
3194,2013,7,12,1,62,65,4,66.1066,1739.8,3.6414,21.6,998.2,20.8,0,5,0.4,5
3195,2013,7,12,2,58,56,2,71.0338,920,33.4,21.2,998,20.4,0,3,0,5
3196,2013,7,12,3,44,34,5.37088,59.7423,1260,3.213,20.9,998.4,20.2,0,3,0.2,5
3197,2013,7,12,4,51,64,5.2,62.6165,1180,0.4284,20.6,998.5,19.9,0,14,0,5
3198,2013,7,12,5,41,4,8.05504,49.6826,1600,7.7112,20.9,998.7,20.4,0,6,0.8,5
3199,2013,7,12,6,40,46,3,46.3978,980,7.7112,22.3,998.9,20.9,0,10,0.6,5
3200,2013,7,12,7,55,83,3.05696,59.3317,980,8.3538,25,999.1,20.9,0,1,0.7,5
3201,2013,7,12,8,65,78,3,61,920,25.4898,27,999.2,21.5,0,14,0.8,5
3202,2013,7,12,9,76,78,3,50,1000,58,28.3,999.1,21.3,0,2,1,5
3203,2013,7,12,10,61,55,3,43,900,96,29.3,998.7,20.5,0,13,1.2,5
3204,2013,7,12,11,49,55,3,41,800,112,30.5,998.1,20.7,0,0,1.2,5
3205,2013,7,12,12,50,89,3,41,800,140,31.2,997.6,21.1,0,15,1.5,5
3206,2013,7,12,13,50,89,3,28,800,178,32.1,997.5,23.4,0,11,1.5,5
3207,2013,7,12,14,52,95,3,28,900,208,32.1,997.3,23.9,0,10,1.7,5
3208,2013,7,12,15,71,134,3,33,900,226,31.6,996.6,23.4,0,12,1.7,5
3209,2013,7,12,16,79,92,3,30,900,190,30.9,996.5,24.1,0,10,1.4,5
3210,2013,7,12,17,45,84,3,24,900,154,29.8,997.1,23.3,0,11,2.2,5
3211,2013,7,12,18,56,56,3,26,1000,139,28.9,997.5,23.1,0,8,2,5
3212,2013,7,12,19,48,56,3,24,900,113,27.8,998,23.6,0,11,0.9,5
3213,2013,7,12,20,81,113,3,36,1300,121,26.9,998.7,23.2,0,8,1,5
3214,2013,7,12,21,129,130,3,38,1400,97,26.5,998.9,23.2,0,8,0.6,5
3215,2013,7,12,22,147,130,3,42,1500,72,25.9,999.1,23,0,11,0.7,5
3216,2013,7,12,23,147,116,3,43,1400,60,25.6,999,22.9,0,1,0.4,5
3217,2013,7,13,0,137,108,3,39,1300,54,25.1,999.1,23,0,9,0.9,5
3218,2013,7,13,1,136,107,3,39,1100,48,24.9,998.5,23,0,9,0.7,5
3219,2013,7,13,2,135,101,3,41,1100,41,25,998.4,23.1,0,2,0,5
3220,2013,7,13,3,138,110,3,46,1100,30,24.9,998.7,23,0,9,0.8,5
3221,2013,7,13,4,139,117,3,51,1100,24,24.8,998.8,22.9,0,8,0.6,5
3222,2013,7,13,5,129,101,3,49,1100,24,24.9,999.6,23.1,0,3,0.1,5
3223,2013,7,13,6,129,111,3,49,1100,19,25,999.5,23.2,0,3,0,5
3224,2013,7,13,7,138,131,3,56,1300,11,25.8,999.9,23.3,0,3,0.1,5
3225,2013,7,13,8,150,153,3,63,1400,9,27.6,999.7,23.6,0,2,1,5
3226,2013,7,13,9,165,153,3,57,1500,29,28.7,999.9,23.6,0,9,0.9,5
3227,2013,7,13,10,169,125,3,45,1300,71,29,1000.1,23,0,6,0.7,5
3228,2013,7,13,11,170,145,3,43,1300,104,29.2,999.9,23.9,0,0,0.8,5
3229,2013,7,13,12,158,135,3,38,1300,150,29.2,999.5,23.9,0,2,1.2,5
3230,2013,7,13,13,154,112,3,39,1200,154,29.9,999.1,23.8,0,1,0,5
3231,2013,7,13,14,128,103,3,25,1200,164,30.6,998.9,23.5,0,1,1.3,5
3232,2013,7,13,15,113,61,3,21,1100,171,32.2,999,23.2,0,12,1.1,5
3233,2013,7,13,16,87,66,3,19,1000,161,31.2,998.6,22.5,0,8,0.9,5
3234,2013,7,13,17,78,67,3,19,1100,153,30,998.5,22.2,0,11,1.3,5
3235,2013,7,13,18,68,47,3,20,1100,146,29.4,998.5,22.9,0,11,1.3,5
3236,2013,7,13,19,76,119,3,28,1200,145,28.1,998.7,23,0,12,0.7,5
3237,2013,7,13,20,76,119,3,28,1500,129,28,999.5,23.2,0,10,0.7,5
3238,2013,7,13,21,96,122,3,34,2100,114,27.9,999.8,23.3,0,8,0.7,5
3239,2013,7,13,22,96,122,3,34,2500,127,27.5,1000,23.5,0,11,1.2,5
3240,2013,7,13,23,165,204,3,44,2300,124,26.8,1000.2,23.7,0,8,0.7,5
3241,2013,7,14,0,179,204,3,31,2000,118,26.2,1000,22.7,0,15,1,5
3242,2013,7,14,1,146,88,3,37,1800,98,25.8,1000.1,23.1,0,10,0.8,5
3243,2013,7,14,2,121,114,3,40,1500,73,25.7,1000.4,23,0,10,1.2,5
3244,2013,7,14,3,156,160,3,51,1500,50,25.1,1000.4,22.8,0,9,0.9,5
3245,2013,7,14,4,151,160,3,43,1300,48,24.8,1000.9,22.7,0,9,0.1,5
3246,2013,7,14,5,133,89,3,47,1200,36,24.9,1001.1,22.8,0,10,0.8,5
3247,2013,7,14,6,141,124,3,62,1500,18,24.8,1001.2,22.7,0,9,1.2,5
3248,2013,7,14,7,150,117,3,57,1800,22,24.9,1001.8,22.6,0,8,0.7,5
3249,2013,7,14,8,163,124,4,67,2100,12,25.6,1001.9,22.5,0,9,0.8,5
3250,2013,7,14,9,192,190,5,71,1900,14,26.8,1002,22.6,0,12,0.6,5
3251,2013,7,14,10,204,189,4,72,1700,30,28.1,1001.3,22.8,0,5,0.4,5
3252,2013,7,14,11,177,159,3,61,1600,69,29.7,1000.8,21.9,0,10,1.3,5
3253,2013,7,14,12,159,54,5,48,1600,107,30.2,999.9,22.4,0,5,0.8,5
3254,2013,7,14,13,123,43,10,37,1300,150,30.7,999.3,20.9,0,3,0.8,5
3255,2013,7,14,14,107,75,11,37,1200,171,31,998.8,20.6,0,3,0.8,5
3256,2013,7,14,15,94,45,11,29,1100,215,30.2,998.3,19.9,0,0,1.1,5
3257,2013,7,14,16,72,14,8,26,900,200,29.8,998.3,21.2,0,8,1.4,5
3258,2013,7,14,17,46,124,3,26,700,150,27.6,998.2,23.4,0,11,1.1,5
3259,2013,7,14,18,77,243,3,34,1000,106,26.9,998,22.5,0,12,1.1,5
3260,2013,7,14,19,91,243,3,36,1100,99,26.6,998.5,22.4,0,12,1.7,5
3261,2013,7,14,20,95,111,3,38,1100,90,24.8,999.2,22.5,0.4,8,1.3,5
3262,2013,7,14,21,95,111,3,36,1000,78,23.9,998.8,22.7,0.5,12,0.7,5
